"Reporting Area","Current MMWR Year","MMWR WEEK","Label","Current week","Current week, flag","Previous 52 week Max","Previous 52 weeks Max, flag","Cumulative YTD Current MMWR Year","Cumulative YTD Current MMWR Year, flag","Cumulative YTD Previous MMWR Year","Cumulative YTD Previous MMWR Year, flag","LOCATION1","LOCATION2","sort_order","geocode"
"ILLINOIS","2024","13","Measles, Indigenous",,"-","12","-","25","-",,"-","ILLINOIS",,"20241304495","POINT (-89.158650902 40.11404657)"
"INDIANA","2024","13","Measles, Indigenous",,"-","1","-","1","-",,"-","INDIANA",,"20241304496","POINT (-86.281793488 39.919806964)"
"MICHIGAN","2024","13","Measles, Indigenous",,"-","1","-","1","-",,"-","MICHIGAN",,"20241304497","POINT (-84.1966975 44.125199834)"
"OHIO","2024","13","Measles, Indigenous",,"-","2","-","4","-","3","-","OHIO",,"20241304498","POINT (-82.711215186 40.413056799)"
"WISCONSIN","2024","13","Measles, Indigenous",,"-","1","-",,"-",,"-","WISCONSIN",,"20241304499","POINT (-89.739185424 44.644833367)"
"WEST NORTH CENTRAL","2024","13","Measles, Indigenous",,"-","1","-","3","-",,"-",,"WEST NORTH CENTRAL","20241304500",
"IOWA","2024","13","Measles, Indigenous",,"-","0","-",,"-",,"-","IOWA",,"20241304501","POINT (-93.499972411 42.074698104)"
"KANSAS","2024","13","Measles, Indigenous",,"-","0","-",,"-",,"-","KANSAS",,"20241304502","POINT (-98.380170629 38.484726713)"
"MINNESOTA","2024","13","Measles, Indigenous",,"-","1","-","1","-",,"-","MINNESOTA",,"20241304503","POINT (-94.200790583 46.348855766)"
"MISSOURI","2024","13","Measles, Indigenous",,"-","1","-","2","-",,"-","MISSOURI",,"20241304504","POINT (-92.477746617 38.367982746)"
"NEBRASKA","2024","13","Measles, Indigenous",,"-","0","-",,"-",,"-","NEBRASKA",,"20241304505","POINT (-99.811107307 41.527270326)"
"NORTH DAKOTA","2024","13","Measles, Indigenous",,"-","0","-",,"-",,"-","NORTH DAKOTA",,"20241304506","POINT (-100.46938737 47.44627334)"
"SOUTH DAKOTA","2024","13","Measles, Indigenous",,"-","0","-",,"-",,"-","SOUTH DAKOTA",,"20241304507","POINT (-100.230536743 44.436128)"
"SOUTH ATLANTIC","2024","13","Measles, Indigenous",,"-","6","-","11","-",,"-",,"SOUTH ATLANTIC","20241304508",
"DELAWARE","2024","13","Measles, Indigenous",,"-","0","-",,"-",,"-","DELAWARE",,"20241304509","POINT (-75.467472144 39.008127276)"
"DISTRICT OF COLUMBIA","2024","13","Measles, Indigenous",,"-","1","-",,"-",,"-","DISTRICT OF COLUMBIA",,"20241304510","POINT (-77.016321746 38.904771192)"
"FLORIDA","2024","13","Measles, Indigenous",,"-","6","-","9","-",,"-","FLORIDA",,"20241304511","POINT (-81.68864879 28.566044895)"
"GEORGIA","2024","13","Measles, Indigenous",,"-","1","-","2","-",,"-","GEORGIA",,"20241304512","POINT (-83.444534401 32.648324554)"
"MARYLAND","2024","13","Measles, Indigenous",,"-","0","-",,"-",,"-","MARYLAND",,"20241304513","POINT (-76.15873 38.818199284)"
"NORTH CAROLINA","2024","13","Measles, Indigenous",,"-","0","-",,"-",,"-","NORTH CAROLINA",,"20241304514","POINT (-79.185417913 35.539344335)"
"SOUTH CAROLINA","2024","13","Measles, Indigenous",,"-","0","-",,"-",,"-","SOUTH CAROLINA",,"20241304515","POINT (-80.893752347 33.903863409)"
"VIRGINIA","2024","13","Measles, Indigenous",,"-","0","-",,"-",,"-","VIRGINIA",,"20241304516","POINT (-78.697948713 37.512820504)"
"WEST VIRGINIA","2024","13","Measles, Indigenous",,"-","0","-",,"-",,"-","WEST VIRGINIA",,"20241304517","POINT (-80.613616641 38.642414937)"
"EAST SOUTH CENTRAL","2024","13","Measles, Indigenous",,"-","0","-",,"-",,"-",,"EAST SOUTH CENTRAL","20241304518",
"ALABAMA","2024","13","Measles, Indigenous",,"-","0","-",,"-",,"-","ALABAMA",,"20241304519","POINT (-86.840286859 32.766542541)"
"KENTUCKY","2024","13","Measles, Indigenous",,"-","0","-",,"-",,"-","KENTUCKY",,"20241304520","POINT (-85.287620068 37.527232524)"
"MISSISSIPPI","2024","13","Measles, Indigenous",,"-","0","-",,"-",,"-","MISSISSIPPI",,"20241304521","POINT (-89.657175808 32.723977799)"
"TENNESSEE","2024","13","Measles, Indigenous",,"-","0","-",,"-",,"-","TENNESSEE",,"20241304522","POINT (-86.343051177 35.843002697)"
"WEST SOUTH CENTRAL","2024","13","Measles, Indigenous",,"-","1","-",,"-",,"-",,"WEST SOUTH CENTRAL","20241304523",
"ARKANSAS","2024","13","Measles, Indigenous",,"-","0","-",,"-",,"-","ARKANSAS",,"20241304524","POINT (-92.4388847 34.899923725)"
"LOUISIANA","2024","13","Measles, Indigenous",,"-","0","-",,"-",,"-","LOUISIANA",,"20241304525","POINT (-91.42642 30.185846167)"
"OKLAHOMA","2024","13","Measles, Indigenous",,"-","0","-",,"-",,"-","OKLAHOMA",,"20241304526","POINT (-97.508599361 35.58268395)"
"TEXAS","2024","13","Measles, Indigenous",,"-","1","-",,"-",,"-","TEXAS",,"20241304527","POINT (-99.33305009 31.462733046)"
"MOUNTAIN","2024","13","Measles, Indigenous",,"-","4","-","4","-",,"-",,"MOUNTAIN","20241304528",
"ARIZONA","2024","13","Measles, Indigenous",,"-","2","-","4","-",,"-","ARIZONA",,"20241304529","POINT (-111.664753988 34.293016451)"
"COLORADO","2024","13","Measles, Indigenous",,"-","0","-",,"-",,"-","COLORADO",,"20241304530","POINT (-105.547816373 38.998550562)"
"IDAHO","2024","13","Measles, Indigenous",,"-","4","-",,"-",,"-","IDAHO",,"20241304531","POINT (-114.659446938 44.388995394)"
"MONTANA","2024","13","Measles, Indigenous",,"-","0","-",,"-",,"-","MONTANA",,"20241304532","POINT (-109.645067732 47.033499333)"
"NEVADA","2024","13","Measles, Indigenous",,"-","0","-",,"-",,"-","NEVADA",,"20241304533","POINT (-116.655436405 39.356482037)"
"NEW MEXICO","2024","13","Measles, Indigenous",,"-","0","-",,"-",,"-","NEW MEXICO",,"20241304534","POINT (-106.108403845 34.421326534)"
"UTAH","2024","13","Measles, Indigenous",,"-","0","-",,"-",,"-","UTAH",,"20241304535","POINT (-111.678248391 39.323725193)"
"WYOMING","2024","13","Measles, Indigenous",,"-","0","-",,"-",,"-","WYOMING",,"20241304536","POINT (-107.551610158 42.999604339)"
"PACIFIC","2024","13","Measles, Indigenous",,"-","2","-","4","-","1","-",,"PACIFIC","20241304537",
"ALASKA","2024","13","Measles, Indigenous",,"-","0","-",,"-",,"-","ALASKA",,"20241304538","POINT (-151.004157815 64.808087898)"
"CALIFORNIA","2024","13","Measles, Indigenous",,"-","2","-","4","-",,"-","CALIFORNIA",,"20241304539","POINT (-119.27023 36.374105693)"
"HAWAII","2024","13","Measles, Indigenous",,"-","1","-",,"-",,"-","HAWAII",,"20241304540","POINT (-157.94363193 21.439542579)"
"OREGON","2024","13","Measles, Indigenous",,"-","0","-",,"-","1","-","OREGON",,"20241304541","POINT (-120.558560912 43.938780241)"
"WASHINGTON","2024","13","Measles, Indigenous",,"-","1","-",,"-",,"-","WASHINGTON",,"20241304542","POINT (-120.556263187 47.411251843)"
"US TERRITORIES","2024","13","Measles, Indigenous",,"-","0","-",,"-",,"-",,"US TERRITORIES","20241304543",
"AMERICAN SAMOA","2024","13","Measles, Indigenous",,"-","0","-",,"-",,"-","AMERICAN SAMOA",,"20241304544","POINT (-170.718116122 -14.30068806)"
"NORTHERN MARIANA ISLANDS","2024","13","Measles, Indigenous",,"-","0","-",,"-",,"-","NORTHERN MARIANA ISLANDS",,"20241304545","POINT (145.753510487 15.18882477)"
"GUAM","2024","13","Measles, Indigenous",,"-","0","-",,"-",,"-","GUAM",,"20241304546",
"PUERTO RICO","2024","13","Measles, Indigenous",,"-","0","-",,"-",,"-","PUERTO RICO",,"20241304547","POINT (-66.468953431 18.222606498)"
"U.S. VIRGIN ISLANDS","2024","13","Measles, Indigenous",,"-","0","-",,"-",,"-","U.S. VIRGIN ISLANDS",,"20241304548","POINT (-64.8190875 17.728114454)"
"NON-US RESIDENTS","2024","13","Measles, Indigenous",,"-","0","-",,"-",,"-",,"NON-US RESIDENTS","20241304549",
"TOTAL","2024","13","Measles, Indigenous",,"-","13","-","57","-","4","-",,"TOTAL","20241304550",
"US RESIDENTS","2024","14","Measles, Imported",,"-","4","-","11","-","4","-",,"US RESIDENTS","20241404411",
"NEW ENGLAND","2024","14","Measles, Imported",,"-","0","-",,"-",,"-",,"NEW ENGLAND","20241404412",
"CONNECTICUT","2024","14","Measles, Imported",,"-","0","-",,"-",,"-","CONNECTICUT",,"20241404413","POINT (-72.738305908 41.57350273)"
"MAINE","2024","14","Measles, Imported",,"-","0","-",,"-",,"-","MAINE",,"20241404414","POINT (-69.203947061 45.315249922)"
"MASSACHUSETTS","2024","14","Measles, Imported",,"-","0","-",,"-",,"-","MASSACHUSETTS",,"20241404415","POINT (-71.718185 42.358670324)"
"NEW HAMPSHIRE","2024","14","Measles, Imported",,"-","0","-",,"-",,"-","NEW HAMPSHIRE",,"20241404416","POINT (-71.577596738 43.685525247)"
"RHODE ISLAND","2024","14","Measles, Imported",,"-","0","-",,"-",,"-","RHODE ISLAND",,"20241404417","POINT (-71.454319467 41.48871294)"
"VERMONT","2024","14","Measles, Imported",,"-","0","-",,"-",,"-","VERMONT",,"20241404418","POINT (-72.662688804 44.075207099)"
"MIDDLE ATLANTIC","2024","14","Measles, Imported",,"-","1","-","3","-","1","-",,"MIDDLE ATLANTIC","20241404419",
"NEW JERSEY","2024","14","Measles, Imported",,"-","0","-",,"-","1","-","NEW JERSEY",,"20241404420","POINT (-74.728565 39.613348353)"
"NEW YORK","2024","14","Measles, Imported",,"-","1","-","1","-",,"-","NEW YORK",,"20241404421","POINT (-75.610701447 42.937083979)"
"NEW YORK CITY","2024","14","Measles, Imported",,"-","1","-","2","-",,"-","NEW YORK CITY",,"20241404422","POINT (-73.979371 40.777935)"
"PENNSYLVANIA","2024","14","Measles, Imported",,"-","0","-",,"-",,"-","PENNSYLVANIA",,"20241404423","POINT (-77.838750776 40.896511654)"
"EAST NORTH CENTRAL","2024","14","Measles, Imported",,"-","1","-","3","-",,"-",,"EAST NORTH CENTRAL","20241404424",
"ILLINOIS","2024","14","Measles, Imported",,"-","1","-",,"-",,"-","ILLINOIS",,"20241404425","POINT (-89.158650902 40.11404657)"
"INDIANA","2024","14","Measles, Imported",,"-","0","-",,"-",,"-","INDIANA",,"20241404426","POINT (-86.281793488 39.919806964)"
"MICHIGAN","2024","14","Measles, Imported",,"-","1","-","2","-",,"-","MICHIGAN",,"20241404427","POINT (-84.1966975 44.125199834)"
"OHIO","2024","14","Measles, Imported",,"-","1","-","1","-",,"-","OHIO",,"20241404428","POINT (-82.711215186 40.413056799)"
"WISCONSIN","2024","14","Measles, Imported",,"-","0","-",,"-",,"-","WISCONSIN",,"20241404429","POINT (-89.739185424 44.644833367)"
"WEST NORTH CENTRAL","2024","14","Measles, Imported",,"-","1","-","1","-",,"-",,"WEST NORTH CENTRAL","20241404430",
"IOWA","2024","14","Measles, Imported",,"-","0","-",,"-",,"-","IOWA",,"20241404431","POINT (-93.499972411 42.074698104)"
"KANSAS","2024","14","Measles, Imported",,"-","0","-",,"-",,"-","KANSAS",,"20241404432","POINT (-98.380170629 38.484726713)"
"MINNESOTA","2024","14","Measles, Imported",,"-","1","-","1","-",,"-","MINNESOTA",,"20241404433","POINT (-94.200790583 46.348855766)"
"MISSOURI","2024","14","Measles, Imported",,"-","0","-",,"-",,"-","MISSOURI",,"20241404434","POINT (-92.477746617 38.367982746)"
"NEBRASKA","2024","14","Measles, Imported",,"-","0","-",,"-",,"-","NEBRASKA",,"20241404435","POINT (-99.811107307 41.527270326)"
"NORTH DAKOTA","2024","14","Measles, Imported",,"-","0","-",,"-",,"-","NORTH DAKOTA",,"20241404436","POINT (-100.46938737 47.44627334)"
"SOUTH DAKOTA","2024","14","Measles, Imported",,"-","0","-",,"-",,"-","SOUTH DAKOTA",,"20241404437","POINT (-100.230536743 44.436128)"
"SOUTH ATLANTIC","2024","14","Measles, Imported",,"-","1","-","3","-",,"-",,"SOUTH ATLANTIC","20241404438",
"DELAWARE","2024","14","Measles, Imported",,"-","0","-",,"-",,"-","DELAWARE",,"20241404439","POINT (-75.467472144 39.008127276)"
"DISTRICT OF COLUMBIA","2024","14","Measles, Imported",,"-","1","-",,"-",,"-","DISTRICT OF COLUMBIA",,"20241404440","POINT (-77.016321746 38.904771192)"
"FLORIDA","2024","14","Measles, Imported",,"-","1","-","1","-",,"-","FLORIDA",,"20241404441","POINT (-81.68864879 28.566044895)"
"GEORGIA","2024","14","Measles, Imported",,"-","0","-",,"-",,"-","GEORGIA",,"20241404442","POINT (-83.444534401 32.648324554)"
"MARYLAND","2024","14","Measles, Imported",,"-","1","-","1","-",,"-","MARYLAND",,"20241404443","POINT (-76.15873 38.818199284)"
"NORTH CAROLINA","2024","14","Measles, Imported",,"-","0","-",,"-",,"-","NORTH CAROLINA",,"20241404444","POINT (-79.185417913 35.539344335)"
"SOUTH CAROLINA","2024","14","Measles, Imported",,"-","0","-",,"-",,"-","SOUTH CAROLINA",,"20241404445","POINT (-80.893752347 33.903863409)"
"VIRGINIA","2024","14","Measles, Imported",,"-","1","-","1","-",,"-","VIRGINIA",,"20241404446","POINT (-78.697948713 37.512820504)"
"WEST VIRGINIA","2024","14","Measles, Imported",,"-","0","-",,"-",,"-","WEST VIRGINIA",,"20241404447","POINT (-80.613616641 38.642414937)"
"EAST SOUTH CENTRAL","2024","14","Measles, Imported",,"-","0","-",,"-","1","-",,"EAST SOUTH CENTRAL","20241404448",
"ALABAMA","2024","14","Measles, Imported",,"-","0","-",,"-",,"-","ALABAMA",,"20241404449","POINT (-86.840286859 32.766542541)"
"KENTUCKY","2024","14","Measles, Imported",,"-","0","-",,"-","1","-","KENTUCKY",,"20241404450","POINT (-85.287620068 37.527232524)"
"MISSISSIPPI","2024","14","Measles, Imported",,"-","0","-",,"-",,"-","MISSISSIPPI",,"20241404451","POINT (-89.657175808 32.723977799)"
"TENNESSEE","2024","14","Measles, Imported",,"-","0","-",,"-",,"-","TENNESSEE",,"20241404452","POINT (-86.343051177 35.843002697)"
"WEST SOUTH CENTRAL","2024","14","Measles, Imported",,"-","1","-",,"-",,"-",,"WEST SOUTH CENTRAL","20241404453",
"ARKANSAS","2024","14","Measles, Imported",,"-","0","-",,"-",,"-","ARKANSAS",,"20241404454","POINT (-92.4388847 34.899923725)"
"LOUISIANA","2024","14","Measles, Imported",,"-","0","-",,"-",,"-","LOUISIANA",,"20241404455","POINT (-91.42642 30.185846167)"
"OKLAHOMA","2024","14","Measles, Imported",,"-","0","-",,"-",,"-","OKLAHOMA",,"20241404456","POINT (-97.508599361 35.58268395)"
"TEXAS","2024","14","Measles, Imported",,"-","1","-",,"-",,"-","TEXAS",,"20241404457","POINT (-99.33305009 31.462733046)"
"MOUNTAIN","2024","14","Measles, Imported",,"-","1","-",,"-","1","-",,"MOUNTAIN","20241404458",
"ARIZONA","2024","14","Measles, Imported",,"-","0","-",,"-",,"-","ARIZONA",,"20241404459","POINT (-111.664753988 34.293016451)"
"COLORADO","2024","14","Measles, Imported",,"-","1","-",,"-",,"-","COLORADO",,"20241404460","POINT (-105.547816373 38.998550562)"
"IDAHO","2024","14","Measles, Imported",,"-","1","-",,"-",,"-","IDAHO",,"20241404461","POINT (-114.659446938 44.388995394)"
"MONTANA","2024","14","Measles, Imported",,"-","0","-",,"-",,"-","MONTANA",,"20241404462","POINT (-109.645067732 47.033499333)"
"NEVADA","2024","14","Measles, Imported",,"-","0","-",,"-",,"-","NEVADA",,"20241404463","POINT (-116.655436405 39.356482037)"
"NEW MEXICO","2024","14","Measles, Imported",,"-","0","-",,"-",,"-","NEW MEXICO",,"20241404464","POINT (-106.108403845 34.421326534)"
"UTAH","2024","14","Measles, Imported",,"-","0","-",,"-","1","-","UTAH",,"20241404465","POINT (-111.678248391 39.323725193)"
"WYOMING","2024","14","Measles, Imported",,"-","0","-",,"-",,"-","WYOMING",,"20241404466","POINT (-107.551610158 42.999604339)"
"PACIFIC","2024","14","Measles, Imported",,"-","1","-","1","-","1","-",,"PACIFIC","20241404467",
"ALASKA","2024","14","Measles, Imported",,"-","0","-",,"-",,"-","ALASKA",,"20241404468","POINT (-151.004157815 64.808087898)"
"CALIFORNIA","2024","14","Measles, Imported",,"-","1","-","1","-",,"-","CALIFORNIA",,"20241404469","POINT (-119.27023 36.374105693)"
"HAWAII","2024","14","Measles, Imported",,"-","0","-",,"-","1","-","HAWAII",,"20241404470","POINT (-157.94363193 21.439542579)"
"OREGON","2024","14","Measles, Imported",,"-","0","-",,"-",,"-","OREGON",,"20241404471","POINT (-120.558560912 43.938780241)"
"WASHINGTON","2024","14","Measles, Imported",,"-","0","-",,"-",,"-","WASHINGTON",,"20241404472","POINT (-120.556263187 47.411251843)"
"US TERRITORIES","2024","14","Measles, Imported",,"-","0","-",,"-",,"-",,"US TERRITORIES","20241404473",
"AMERICAN SAMOA","2024","14","Measles, Imported",,"-","0","-",,"-",,"-","AMERICAN SAMOA",,"20241404474","POINT (-170.718116122 -14.30068806)"
"NORTHERN MARIANA ISLANDS","2024","14","Measles, Imported",,"-","0","-",,"-",,"-","NORTHERN MARIANA ISLANDS",,"20241404475","POINT (145.753510487 15.18882477)"
"GUAM","2024","14","Measles, Imported",,"-","0","-",,"-",,"-","GUAM",,"20241404476",
"PUERTO RICO","2024","14","Measles, Imported",,"-","0","-",,"-",,"-","PUERTO RICO",,"20241404477","POINT (-66.468953431 18.222606498)"
"U.S. VIRGIN ISLANDS","2024","14","Measles, Imported",,"-","0","-",,"-",,"-","U.S. VIRGIN ISLANDS",,"20241404478","POINT (-64.8190875 17.728114454)"
"NON-US RESIDENTS","2024","14","Measles, Imported",,"-","0","-",,"-",,"-",,"NON-US RESIDENTS","20241404479",
"TOTAL","2024","14","Measles, Imported",,"-","4","-","11","-","4","-",,"TOTAL","20241404480",
"US RESIDENTS","2024","14","Measles, Indigenous",,"-","34","-","83","-","4","-",,"US RESIDENTS","20241404481",
"NEW ENGLAND","2024","14","Measles, Indigenous",,"-","0","-",,"-",,"-",,"NEW ENGLAND","20241404482",
"CONNECTICUT","2024","14","Measles, Indigenous",,"-","0","-",,"-",,"-","CONNECTICUT",,"20241404483","POINT (-72.738305908 41.57350273)"
"MAINE","2024","14","Measles, Indigenous",,"-","0","-",,"-",,"-","MAINE",,"20241404484","POINT (-69.203947061 45.315249922)"
"MASSACHUSETTS","2024","14","Measles, Indigenous",,"-","0","-",,"-",,"-","MASSACHUSETTS",,"20241404485","POINT (-71.718185 42.358670324)"
"NEW HAMPSHIRE","2024","14","Measles, Indigenous",,"-","0","-",,"-",,"-","NEW HAMPSHIRE",,"20241404486","POINT (-71.577596738 43.685525247)"
"RHODE ISLAND","2024","14","Measles, Indigenous",,"-","0","-",,"-",,"-","RHODE ISLAND",,"20241404487","POINT (-71.454319467 41.48871294)"
"VERMONT","2024","14","Measles, Indigenous",,"-","0","-",,"-",,"-","VERMONT",,"20241404488","POINT (-72.662688804 44.075207099)"
"MIDDLE ATLANTIC","2024","14","Measles, Indigenous",,"-","5","-","4","-",,"-",,"MIDDLE ATLANTIC","20241404489",
"NEW JERSEY","2024","14","Measles, Indigenous",,"-","1","-","1","-",,"-","NEW JERSEY",,"20241404490","POINT (-74.728565 39.613348353)"
"NEW YORK","2024","14","Measles, Indigenous",,"-","0","-",,"-",,"-","NEW YORK",,"20241404491","POINT (-75.610701447 42.937083979)"
"NEW YORK CITY","2024","14","Measles, Indigenous",,"-","0","-",,"-",,"-","NEW YORK CITY",,"20241404492","POINT (-73.979371 40.777935)"
"PENNSYLVANIA","2024","14","Measles, Indigenous",,"-","5","-","3","-",,"-","PENNSYLVANIA",,"20241404493","POINT (-77.838750776 40.896511654)"
"EAST NORTH CENTRAL","2024","14","Measles, Indigenous",,"-","34","-","55","-","3","-",,"EAST NORTH CENTRAL","20241404494",
"ILLINOIS","2024","14","Measles, Indigenous",,"-","33","-","49","-",,"-","ILLINOIS",,"20241404495","POINT (-89.158650902 40.11404657)"
"INDIANA","2024","14","Measles, Indigenous",,"-","1","-","1","-",,"-","INDIANA",,"20241404496","POINT (-86.281793488 39.919806964)"
"MICHIGAN","2024","14","Measles, Indigenous",,"-","1","-","1","-",,"-","MICHIGAN",,"20241404497","POINT (-84.1966975 44.125199834)"
"OHIO","2024","14","Measles, Indigenous",,"-","2","-","4","-","3","-","OHIO",,"20241404498","POINT (-82.711215186 40.413056799)"
"WISCONSIN","2024","14","Measles, Indigenous",,"-","1","-",,"-",,"-","WISCONSIN",,"20241404499","POINT (-89.739185424 44.644833367)"
"WEST NORTH CENTRAL","2024","14","Measles, Indigenous",,"-","1","-","3","-",,"-",,"WEST NORTH CENTRAL","20241404500",
"IOWA","2024","14","Measles, Indigenous",,"-","0","-",,"-",,"-","IOWA",,"20241404501","POINT (-93.499972411 42.074698104)"
"KANSAS","2024","14","Measles, Indigenous",,"-","0","-",,"-",,"-","KANSAS",,"20241404502","POINT (-98.380170629 38.484726713)"
"MINNESOTA","2024","14","Measles, Indigenous",,"-","1","-","1","-",,"-","MINNESOTA",,"20241404503","POINT (-94.200790583 46.348855766)"
"MISSOURI","2024","14","Measles, Indigenous",,"-","1","-","2","-",,"-","MISSOURI",,"20241404504","POINT (-92.477746617 38.367982746)"
"NEBRASKA","2024","14","Measles, Indigenous",,"-","0","-",,"-",,"-","NEBRASKA",,"20241404505","POINT (-99.811107307 41.527270326)"
"NORTH DAKOTA","2024","14","Measles, Indigenous",,"-","0","-",,"-",,"-","NORTH DAKOTA",,"20241404506","POINT (-100.46938737 47.44627334)"
"SOUTH DAKOTA","2024","14","Measles, Indigenous",,"-","0","-",,"-",,"-","SOUTH DAKOTA",,"20241404507","POINT (-100.230536743 44.436128)"
"SOUTH ATLANTIC","2024","14","Measles, Indigenous",,"-","6","-","11","-",,"-",,"SOUTH ATLANTIC","20241404508",
"DELAWARE","2024","14","Measles, Indigenous",,"-","0","-",,"-",,"-","DELAWARE",,"20241404509","POINT (-75.467472144 39.008127276)"
"DISTRICT OF COLUMBIA","2024","14","Measles, Indigenous",,"-","1","-",,"-",,"-","DISTRICT OF COLUMBIA",,"20241404510","POINT (-77.016321746 38.904771192)"
"FLORIDA","2024","14","Measles, Indigenous",,"-","6","-","9","-",,"-","FLORIDA",,"20241404511","POINT (-81.68864879 28.566044895)"
"GEORGIA","2024","14","Measles, Indigenous",,"-","1","-","2","-",,"-","GEORGIA",,"20241404512","POINT (-83.444534401 32.648324554)"
"MARYLAND","2024","14","Measles, Indigenous",,"-","0","-",,"-",,"-","MARYLAND",,"20241404513","POINT (-76.15873 38.818199284)"
"NORTH CAROLINA","2024","14","Measles, Indigenous",,"-","0","-",,"-",,"-","NORTH CAROLINA",,"20241404514","POINT (-79.185417913 35.539344335)"
"SOUTH CAROLINA","2024","14","Measles, Indigenous",,"-","0","-",,"-",,"-","SOUTH CAROLINA",,"20241404515","POINT (-80.893752347 33.903863409)"
"VIRGINIA","2024","14","Measles, Indigenous",,"-","0","-",,"-",,"-","VIRGINIA",,"20241404516","POINT (-78.697948713 37.512820504)"
"WEST VIRGINIA","2024","14","Measles, Indigenous",,"-","0","-",,"-",,"-","WEST VIRGINIA",,"20241404517","POINT (-80.613616641 38.642414937)"
"EAST SOUTH CENTRAL","2024","14","Measles, Indigenous",,"-","0","-",,"-",,"-",,"EAST SOUTH CENTRAL","20241404518",
"ALABAMA","2024","14","Measles, Indigenous",,"-","0","-",,"-",,"-","ALABAMA",,"20241404519","POINT (-86.840286859 32.766542541)"
"KENTUCKY","2024","14","Measles, Indigenous",,"-","0","-",,"-",,"-","KENTUCKY",,"20241404520","POINT (-85.287620068 37.527232524)"
"MISSISSIPPI","2024","14","Measles, Indigenous",,"-","0","-",,"-",,"-","MISSISSIPPI",,"20241404521","POINT (-89.657175808 32.723977799)"
"TENNESSEE","2024","14","Measles, Indigenous",,"-","0","-",,"-",,"-","TENNESSEE",,"20241404522","POINT (-86.343051177 35.843002697)"
"WEST SOUTH CENTRAL","2024","14","Measles, Indigenous",,"-","1","-",,"-",,"-",,"WEST SOUTH CENTRAL","20241404523",
"ARKANSAS","2024","14","Measles, Indigenous",,"-","0","-",,"-",,"-","ARKANSAS",,"20241404524","POINT (-92.4388847 34.899923725)"
"LOUISIANA","2024","14","Measles, Indigenous",,"-","0","-",,"-",,"-","LOUISIANA",,"20241404525","POINT (-91.42642 30.185846167)"
"OKLAHOMA","2024","14","Measles, Indigenous",,"-","0","-",,"-",,"-","OKLAHOMA",,"20241404526","POINT (-97.508599361 35.58268395)"
"TEXAS","2024","14","Measles, Indigenous",,"-","1","-",,"-",,"-","TEXAS",,"20241404527","POINT (-99.33305009 31.462733046)"
"MOUNTAIN","2024","14","Measles, Indigenous",,"-","4","-","5","-",,"-",,"MOUNTAIN","20241404528",
"ARIZONA","2024","14","Measles, Indigenous",,"-","3","-","5","-",,"-","ARIZONA",,"20241404529","POINT (-111.664753988 34.293016451)"
"COLORADO","2024","14","Measles, Indigenous",,"-","0","-",,"-",,"-","COLORADO",,"20241404530","POINT (-105.547816373 38.998550562)"
"IDAHO","2024","14","Measles, Indigenous",,"-","4","-",,"-",,"-","IDAHO",,"20241404531","POINT (-114.659446938 44.388995394)"
"MONTANA","2024","14","Measles, Indigenous",,"-","0","-",,"-",,"-","MONTANA",,"20241404532","POINT (-109.645067732 47.033499333)"
"NEVADA","2024","14","Measles, Indigenous",,"-","0","-",,"-",,"-","NEVADA",,"20241404533","POINT (-116.655436405 39.356482037)"
"NEW MEXICO","2024","14","Measles, Indigenous",,"-","0","-",,"-",,"-","NEW MEXICO",,"20241404534","POINT (-106.108403845 34.421326534)"
"UTAH","2024","14","Measles, Indigenous",,"-","0","-",,"-",,"-","UTAH",,"20241404535","POINT (-111.678248391 39.323725193)"
"WYOMING","2024","14","Measles, Indigenous",,"-","0","-",,"-",,"-","WYOMING",,"20241404536","POINT (-107.551610158 42.999604339)"
"PACIFIC","2024","14","Measles, Indigenous",,"-","2","-","5","-","1","-",,"PACIFIC","20241404537",
"ALASKA","2024","14","Measles, Indigenous",,"-","0","-",,"-",,"-","ALASKA",,"20241404538","POINT (-151.004157815 64.808087898)"
"CALIFORNIA","2024","14","Measles, Indigenous",,"-","2","-","5","-",,"-","CALIFORNIA",,"20241404539","POINT (-119.27023 36.374105693)"
"HAWAII","2024","14","Measles, Indigenous",,"-","1","-",,"-",,"-","HAWAII",,"20241404540","POINT (-157.94363193 21.439542579)"
"OREGON","2024","14","Measles, Indigenous",,"-","0","-",,"-","1","-","OREGON",,"20241404541","POINT (-120.558560912 43.938780241)"
"WASHINGTON","2024","14","Measles, Indigenous",,"-","1","-",,"-",,"-","WASHINGTON",,"20241404542","POINT (-120.556263187 47.411251843)"
"US TERRITORIES","2024","14","Measles, Indigenous",,"-","0","-",,"-",,"-",,"US TERRITORIES","20241404543",
"AMERICAN SAMOA","2024","14","Measles, Indigenous",,"-","0","-",,"-",,"-","AMERICAN SAMOA",,"20241404544","POINT (-170.718116122 -14.30068806)"
"NORTHERN MARIANA ISLANDS","2024","14","Measles, Indigenous",,"-","0","-",,"-",,"-","NORTHERN MARIANA ISLANDS",,"20241404545","POINT (145.753510487 15.18882477)"
"GUAM","2024","14","Measles, Indigenous",,"-","0","-",,"-",,"-","GUAM",,"20241404546",
"PUERTO RICO","2024","14","Measles, Indigenous",,"-","0","-",,"-",,"-","PUERTO RICO",,"20241404547","POINT (-66.468953431 18.222606498)"
