"Reporting Area","Current MMWR Year","MMWR WEEK","Label","Current week","Current week, flag","Previous 52 week Max","Previous 52 weeks Max, flag","Cumulative YTD Current MMWR Year","Cumulative YTD Current MMWR Year, flag","Cumulative YTD Previous MMWR Year","Cumulative YTD Previous MMWR Year, flag","LOCATION1","LOCATION2","sort_order","geocode"
"US RESIDENTS","2022","1","Measles, Imported",,"-","2","-",,"-",,"-",,"US RESIDENTS","20220103991",
"NEW ENGLAND","2022","1","Measles, Imported",,"-","1","-",,"-",,"-",,"NEW ENGLAND","20220103992",
"CONNECTICUT","2022","1","Measles, Imported",,"-","1","-",,"-",,"-","CONNECTICUT",,"20220103993","POINT (-72.738288 41.575155)"
"MAINE","2022","1","Measles, Imported",,"-","0","-",,"-",,"-","MAINE",,"20220103994","POINT (-69.06137 45.117911)"
"MASSACHUSETTS","2022","1","Measles, Imported",,"-","0","-",,"-",,"-","MASSACHUSETTS",,"20220103995","POINT (-71.481104 42.151077)"
"NEW HAMPSHIRE","2022","1","Measles, Imported",,"-","0","-",,"-",,"-","NEW HAMPSHIRE",,"20220103996","POINT (-71.57139 43.680429)"
"RHODE ISLAND","2022","1","Measles, Imported",,"-","0","-",,"-",,"-","RHODE ISLAND",,"20220103997","POINT (-71.534637 41.572574)"
"VERMONT","2022","1","Measles, Imported",,"-","0","-",,"-",,"-","VERMONT",,"20220103998","POINT (-72.662695 44.075252)"
"MIDDLE ATLANTIC","2022","1","Measles, Imported",,"-","0","-",,"-",,"-",,"MIDDLE ATLANTIC","20220103999",
"NEW JERSEY","2022","1","Measles, Imported",,"-","0","-",,"-",,"-","NEW JERSEY",,"20220104000","POINT (-74.655514 40.110253)"
"NEW YORK","2022","1","Measles, Imported",,"-","0","-",,"-",,"-","NEW YORK",,"20220104001","POINT (-75.59655 42.921241)"
"NEW YORK CITY","2022","1","Measles, Imported",,"-","0","-",,"-",,"-","NEW YORK CITY",,"20220104002",
"PENNSYLVANIA","2022","1","Measles, Imported",,"-","0","-",,"-",,"-","PENNSYLVANIA",,"20220104003","POINT (-77.838886 40.896694)"
"EAST NORTH CENTRAL","2022","1","Measles, Imported",,"-","1","-",,"-",,"-",,"EAST NORTH CENTRAL","20220104004",
"ILLINOIS","2022","1","Measles, Imported",,"-","0","-",,"-",,"-","ILLINOIS",,"20220104005","POINT (-89.148632 40.124144)"
"INDIANA","2022","1","Measles, Imported",,"-","0","-",,"-",,"-","INDIANA",,"20220104006","POINT (-86.2818 39.919991)"
"MICHIGAN","2022","1","Measles, Imported",,"-","0","-",,"-",,"-","MICHIGAN",,"20220104007","POINT (-85.730977 44.874798)"
"OHIO","2022","1","Measles, Imported",,"-","0","-",,"-",,"-","OHIO",,"20220104008","POINT (-82.70936 40.415534)"
"WISCONSIN","2022","1","Measles, Imported",,"-","1","-",,"-",,"-","WISCONSIN",,"20220104009","POINT (-89.732969 44.639954)"
"WEST NORTH CENTRAL","2022","1","Measles, Imported",,"-","0","-",,"-",,"-",,"WEST NORTH CENTRAL","20220104010",
"IOWA","2022","1","Measles, Imported",,"-","0","-",,"-",,"-","IOWA",,"20220104011","POINT (-93.500061 42.074659)"
"KANSAS","2022","1","Measles, Imported",,"-","0","-",,"-",,"-","KANSAS",,"20220104012","POINT (-98.38018 38.484729)"
"MINNESOTA","2022","1","Measles, Imported",,"-","0","-",,"-",,"-","MINNESOTA",,"20220104013","POINT (-94.198308 46.349153)"
"MISSOURI","2022","1","Measles, Imported",,"-","0","-",,"-",,"-","MISSOURI",,"20220104014","POINT (-92.477244 38.3675)"
"NEBRASKA","2022","1","Measles, Imported",,"-","0","-",,"-",,"-","NEBRASKA",,"20220104015","POINT (-99.810595 41.527099)"
"NORTH DAKOTA","2022","1","Measles, Imported",,"-","0","-",,"-",,"-","NORTH DAKOTA",,"20220104016","POINT (-100.46931 47.446305)"
"SOUTH DAKOTA","2022","1","Measles, Imported",,"-","0","-",,"-",,"-","SOUTH DAKOTA",,"20220104017","POINT (-100.230491 44.43614)"
"SOUTH ATLANTIC","2022","1","Measles, Imported",,"-","1","-",,"-",,"-",,"SOUTH ATLANTIC","20220104018",
"DELAWARE","2022","1","Measles, Imported",,"-","0","-",,"-",,"-","DELAWARE",,"20220104019","POINT (-75.452394 38.994926)"
"DISTRICT OF COLUMBIA","2022","1","Measles, Imported",,"-","0","-",,"-",,"-","DISTRICT OF COLUMBIA",,"20220104020","POINT (-77.016275 38.904785)"
"FLORIDA","2022","1","Measles, Imported",,"-","0","-",,"-",,"-","FLORIDA",,"20220104021","POINT (-82.420978 28.260731)"
"GEORGIA","2022","1","Measles, Imported",,"-","0","-",,"-",,"-","GEORGIA",,"20220104022","POINT (-83.426574 32.638481)"
"MARYLAND","2022","1","Measles, Imported",,"-","0","-",,"-",,"-","MARYLAND",,"20220104023","POINT (-76.687282 38.946466)"
"NORTH CAROLINA","2022","1","Measles, Imported",,"-","0","-",,"-",,"-","NORTH CAROLINA",,"20220104024","POINT (-79.130883 35.52603)"
"SOUTH CAROLINA","2022","1","Measles, Imported",,"-","0","-",,"-",,"-","SOUTH CAROLINA",,"20220104025","POINT (-80.864614 33.878572)"
"VIRGINIA","2022","1","Measles, Imported",,"-","1","-",,"-",,"-","VIRGINIA",,"20220104026","POINT (-78.666382 37.510861)"
"WEST VIRGINIA","2022","1","Measles, Imported",,"-","0","-",,"-",,"-","WEST VIRGINIA",,"20220104027","POINT (-80.613729 38.642579)"
"EAST SOUTH CENTRAL","2022","1","Measles, Imported",,"-","0","-",,"-",,"-",,"EAST SOUTH CENTRAL","20220104028",
"ALABAMA","2022","1","Measles, Imported",,"-","0","-",,"-",,"-","ALABAMA",,"20220104029","POINT (-86.844516 32.756889)"
"KENTUCKY","2022","1","Measles, Imported",,"-","0","-",,"-",,"-","KENTUCKY",,"20220104030","POINT (-85.290484 37.526683)"
"MISSISSIPPI","2022","1","Measles, Imported",,"-","0","-",,"-",,"-","MISSISSIPPI",,"20220104031","POINT (-89.65344 32.713378)"
"TENNESSEE","2022","1","Measles, Imported",,"-","0","-",,"-",,"-","TENNESSEE",,"20220104032","POINT (-86.343226 35.842998)"
"WEST SOUTH CENTRAL","2022","1","Measles, Imported",,"-","0","-",,"-",,"-",,"WEST SOUTH CENTRAL","20220104033",
"ARKANSAS","2022","1","Measles, Imported",,"-","0","-",,"-",,"-","ARKANSAS",,"20220104034","POINT (-92.439162 34.899825)"
"LOUISIANA","2022","1","Measles, Imported",,"-","0","-",,"-",,"-","LOUISIANA",,"20220104035","POINT (-91.840238 30.921314)"
"OKLAHOMA","2022","1","Measles, Imported",,"-","0","-",,"-",,"-","OKLAHOMA",,"20220104036","POINT (-97.508297 35.583449)"
"TEXAS","2022","1","Measles, Imported",,"-","0","-",,"-",,"-","TEXAS",,"20220104037","POINT (-99.317341 31.447238)"
"MOUNTAIN","2022","1","Measles, Imported",,"-","1","-",,"-",,"-",,"MOUNTAIN","20220104038",
"ARIZONA","2022","1","Measles, Imported",,"-","0","-",,"-",,"-","ARIZONA",,"20220104039","POINT (-111.664616 34.293239)"
"COLORADO","2022","1","Measles, Imported",,"-","0","-",,"-",,"-","COLORADO",,"20220104040","POINT (-105.547832 38.998552)"
"IDAHO","2022","1","Measles, Imported",,"-","0","-",,"-",,"-","IDAHO",,"20220104041","POINT (-114.659366 44.389073)"
"MONTANA","2022","1","Measles, Imported",,"-","0","-",,"-",,"-","MONTANA",,"20220104042","POINT (-109.645127 47.033521)"
"NEVADA","2022","1","Measles, Imported",,"-","0","-",,"-",,"-","NEVADA",,"20220104043","POINT (-114.916992 39.283294)"
"NEW MEXICO","2022","1","Measles, Imported",,"-","1","-",,"-",,"-","NEW MEXICO",,"20220104044","POINT (-106.108388 34.421369)"
"UTAH","2022","1","Measles, Imported",,"-","0","-",,"-",,"-","UTAH",,"20220104045","POINT (-111.678222 39.323779)"
"WYOMING","2022","1","Measles, Imported",,"-","0","-",,"-",,"-","WYOMING",,"20220104046","POINT (-107.55145 42.999627)"
"PACIFIC","2022","1","Measles, Imported",,"-","0","-",,"-",,"-",,"PACIFIC","20220104047",
"ALASKA","2022","1","Measles, Imported",,"-","0","-",,"-",,"-","ALASKA",,"20220104048","POINT (-151.631889 63.631126)"
"CALIFORNIA","2022","1","Measles, Imported",,"-","0","-",,"-",,"-","CALIFORNIA",,"20220104049","POINT (-119.662127 37.211164)"
"HAWAII","2022","1","Measles, Imported",,"-","0","-",,"-",,"-","HAWAII",,"20220104050","POINT (-157.854309 21.361013)"
"OREGON","2022","1","Measles, Imported",,"-","0","-",,"-",,"-","OREGON",,"20220104051","POINT (-120.605279 43.940449)"
"WASHINGTON","2022","1","Measles, Imported",,"-","0","-",,"-",,"-","WASHINGTON",,"20220104052","POINT (-120.592492 47.411715)"
"US TERRITORIES","2022","1","Measles, Imported",,"-","0","-",,"-",,"-",,"US TERRITORIES","20220104053",
"AMERICAN SAMOA","2022","1","Measles, Imported",,"-","0","-",,"-",,"-","AMERICAN SAMOA",,"20220104054",
"NORTHERN MARIANA ISLANDS","2022","1","Measles, Imported",,"-","0","-",,"-",,"-","NORTHERN MARIANA ISLANDS",,"20220104055","POINT (145.725693 15.1834)"
"GUAM","2022","1","Measles, Imported",,"-","0","-",,"-",,"-","GUAM",,"20220104056","POINT (144.653198 13.3532)"
"PUERTO RICO","2022","1","Measles, Imported",,"-","0","-",,"-",,"-","PUERTO RICO",,"20220104057","POINT (-66.414655 18.215692)"
"U.S. VIRGIN ISLANDS","2022","1","Measles, Imported",,"-","0","-",,"-",,"-","U.S. VIRGIN ISLANDS",,"20220104058",
"NON-US RESIDENTS","2022","1","Measles, Imported",,"-","0","-",,"-",,"-",,"NON-US RESIDENTS","20220104059",
"TOTAL","2022","1","Measles, Imported",,"-","2","-",,"-",,"-",,"TOTAL","20220104060",
"US RESIDENTS","2022","1","Measles, Indigenous",,"-","1","-",,"-",,"-",,"US RESIDENTS","20220104061",
"NEW ENGLAND","2022","1","Measles, Indigenous",,"-","1","-",,"-",,"-",,"NEW ENGLAND","20220104062",
"CONNECTICUT","2022","1","Measles, Indigenous",,"-","1","-",,"-",,"-","CONNECTICUT",,"20220104063","POINT (-72.738288 41.575155)"
"MAINE","2022","1","Measles, Indigenous",,"-","0","-",,"-",,"-","MAINE",,"20220104064","POINT (-69.06137 45.117911)"
"MASSACHUSETTS","2022","1","Measles, Indigenous",,"-","0","-",,"-",,"-","MASSACHUSETTS",,"20220104065","POINT (-71.481104 42.151077)"
"NEW HAMPSHIRE","2022","1","Measles, Indigenous",,"-","0","-",,"-",,"-","NEW HAMPSHIRE",,"20220104066","POINT (-71.57139 43.680429)"
"RHODE ISLAND","2022","1","Measles, Indigenous",,"-","0","-",,"-",,"-","RHODE ISLAND",,"20220104067","POINT (-71.534637 41.572574)"
"VERMONT","2022","1","Measles, Indigenous",,"-","0","-",,"-",,"-","VERMONT",,"20220104068","POINT (-72.662695 44.075252)"
"MIDDLE ATLANTIC","2022","1","Measles, Indigenous",,"-","1","-",,"-",,"-",,"MIDDLE ATLANTIC","20220104069",
"NEW JERSEY","2022","1","Measles, Indigenous",,"-","0","-",,"-",,"-","NEW JERSEY",,"20220104070","POINT (-74.655514 40.110253)"
"NEW YORK","2022","1","Measles, Indigenous",,"-","0","-",,"-",,"-","NEW YORK",,"20220104071","POINT (-75.59655 42.921241)"
"NEW YORK CITY","2022","1","Measles, Indigenous",,"-","0","-",,"-",,"-","NEW YORK CITY",,"20220104072",
"PENNSYLVANIA","2022","1","Measles, Indigenous",,"-","1","-",,"-",,"-","PENNSYLVANIA",,"20220104073","POINT (-77.838886 40.896694)"
"EAST NORTH CENTRAL","2022","1","Measles, Indigenous",,"-","1","-",,"-",,"-",,"EAST NORTH CENTRAL","20220104074",
"ILLINOIS","2022","1","Measles, Indigenous",,"-","0","-",,"-",,"-","ILLINOIS",,"20220104075","POINT (-89.148632 40.124144)"
"INDIANA","2022","1","Measles, Indigenous",,"-","0","-",,"-",,"-","INDIANA",,"20220104076","POINT (-86.2818 39.919991)"
"MICHIGAN","2022","1","Measles, Indigenous",,"-","0","-",,"-",,"-","MICHIGAN",,"20220104077","POINT (-85.730977 44.874798)"
"OHIO","2022","1","Measles, Indigenous",,"-","0","-",,"-",,"-","OHIO",,"20220104078","POINT (-82.70936 40.415534)"
"WISCONSIN","2022","1","Measles, Indigenous",,"-","1","-",,"-",,"-","WISCONSIN",,"20220104079","POINT (-89.732969 44.639954)"
"WEST NORTH CENTRAL","2022","1","Measles, Indigenous",,"-","0","-",,"-",,"-",,"WEST NORTH CENTRAL","20220104080",
"IOWA","2022","1","Measles, Indigenous",,"-","0","-",,"-",,"-","IOWA",,"20220104081","POINT (-93.500061 42.074659)"
"KANSAS","2022","1","Measles, Indigenous",,"-","0","-",,"-",,"-","KANSAS",,"20220104082","POINT (-98.38018 38.484729)"
"MINNESOTA","2022","1","Measles, Indigenous",,"-","0","-",,"-",,"-","MINNESOTA",,"20220104083","POINT (-94.198308 46.349153)"
"MISSOURI","2022","1","Measles, Indigenous",,"-","0","-",,"-",,"-","MISSOURI",,"20220104084","POINT (-92.477244 38.3675)"
"NEBRASKA","2022","1","Measles, Indigenous",,"-","0","-",,"-",,"-","NEBRASKA",,"20220104085","POINT (-99.810595 41.527099)"
"NORTH DAKOTA","2022","1","Measles, Indigenous",,"-","0","-",,"-",,"-","NORTH DAKOTA",,"20220104086","POINT (-100.46931 47.446305)"
"SOUTH DAKOTA","2022","1","Measles, Indigenous",,"-","0","-",,"-",,"-","SOUTH DAKOTA",,"20220104087","POINT (-100.230491 44.43614)"
"SOUTH ATLANTIC","2022","1","Measles, Indigenous",,"-","1","-",,"-",,"-",,"SOUTH ATLANTIC","20220104088",
"DELAWARE","2022","1","Measles, Indigenous",,"-","0","-",,"-",,"-","DELAWARE",,"20220104089","POINT (-75.452394 38.994926)"
"DISTRICT OF COLUMBIA","2022","1","Measles, Indigenous",,"-","0","-",,"-",,"-","DISTRICT OF COLUMBIA",,"20220104090","POINT (-77.016275 38.904785)"
"FLORIDA","2022","1","Measles, Indigenous",,"-","0","-",,"-",,"-","FLORIDA",,"20220104091","POINT (-82.420978 28.260731)"
"GEORGIA","2022","1","Measles, Indigenous",,"-","0","-",,"-",,"-","GEORGIA",,"20220104092","POINT (-83.426574 32.638481)"
"MARYLAND","2022","1","Measles, Indigenous",,"-","0","-",,"-",,"-","MARYLAND",,"20220104093","POINT (-76.687282 38.946466)"
"NORTH CAROLINA","2022","1","Measles, Indigenous",,"-","0","-",,"-",,"-","NORTH CAROLINA",,"20220104094","POINT (-79.130883 35.52603)"
"SOUTH CAROLINA","2022","1","Measles, Indigenous",,"-","0","-",,"-",,"-","SOUTH CAROLINA",,"20220104095","POINT (-80.864614 33.878572)"
"VIRGINIA","2022","1","Measles, Indigenous",,"-","1","-",,"-",,"-","VIRGINIA",,"20220104096","POINT (-78.666382 37.510861)"
"WEST VIRGINIA","2022","1","Measles, Indigenous",,"-","0","-",,"-",,"-","WEST VIRGINIA",,"20220104097","POINT (-80.613729 38.642579)"
"EAST SOUTH CENTRAL","2022","1","Measles, Indigenous",,"-","0","-",,"-",,"-",,"EAST SOUTH CENTRAL","20220104098",
"ALABAMA","2022","1","Measles, Indigenous",,"-","0","-",,"-",,"-","ALABAMA",,"20220104099","POINT (-86.844516 32.756889)"
"KENTUCKY","2022","1","Measles, Indigenous",,"-","0","-",,"-",,"-","KENTUCKY",,"20220104100","POINT (-85.290484 37.526683)"
"MISSISSIPPI","2022","1","Measles, Indigenous",,"-","0","-",,"-",,"-","MISSISSIPPI",,"20220104101","POINT (-89.65344 32.713378)"
"TENNESSEE","2022","1","Measles, Indigenous",,"-","0","-",,"-",,"-","TENNESSEE",,"20220104102","POINT (-86.343226 35.842998)"
"WEST SOUTH CENTRAL","2022","1","Measles, Indigenous",,"-","0","-",,"-",,"-",,"WEST SOUTH CENTRAL","20220104103",
"ARKANSAS","2022","1","Measles, Indigenous",,"-","0","-",,"-",,"-","ARKANSAS",,"20220104104","POINT (-92.439162 34.899825)"
"LOUISIANA","2022","1","Measles, Indigenous",,"-","0","-",,"-",,"-","LOUISIANA",,"20220104105","POINT (-91.840238 30.921314)"
"OKLAHOMA","2022","1","Measles, Indigenous",,"-","0","-",,"-",,"-","OKLAHOMA",,"20220104106","POINT (-97.508297 35.583449)"
"TEXAS","2022","1","Measles, Indigenous",,"-","0","-",,"-",,"-","TEXAS",,"20220104107","POINT (-99.317341 31.447238)"
"MOUNTAIN","2022","1","Measles, Indigenous",,"-","0","-",,"-",,"-",,"MOUNTAIN","20220104108",
"ARIZONA","2022","1","Measles, Indigenous",,"-","0","-",,"-",,"-","ARIZONA",,"20220104109","POINT (-111.664616 34.293239)"
"COLORADO","2022","1","Measles, Indigenous",,"-","0","-",,"-",,"-","COLORADO",,"20220104110","POINT (-105.547832 38.998552)"
"IDAHO","2022","1","Measles, Indigenous",,"-","0","-",,"-",,"-","IDAHO",,"20220104111","POINT (-114.659366 44.389073)"
"MONTANA","2022","1","Measles, Indigenous",,"-","0","-",,"-",,"-","MONTANA",,"20220104112","POINT (-109.645127 47.033521)"
"NEVADA","2022","1","Measles, Indigenous",,"-","0","-",,"-",,"-","NEVADA",,"20220104113","POINT (-114.916992 39.283294)"
"NEW MEXICO","2022","1","Measles, Indigenous",,"-","0","-",,"-",,"-","NEW MEXICO",,"20220104114","POINT (-106.108388 34.421369)"
"UTAH","2022","1","Measles, Indigenous",,"-","0","-",,"-",,"-","UTAH",,"20220104115","POINT (-111.678222 39.323779)"
"WYOMING","2022","1","Measles, Indigenous",,"-","0","-",,"-",,"-","WYOMING",,"20220104116","POINT (-107.55145 42.999627)"
"PACIFIC","2022","1","Measles, Indigenous",,"-","0","-",,"-",,"-",,"PACIFIC","20220104117",
"ALASKA","2022","1","Measles, Indigenous",,"-","0","-",,"-",,"-","ALASKA",,"20220104118","POINT (-151.631889 63.631126)"
"CALIFORNIA","2022","1","Measles, Indigenous",,"-","0","-",,"-",,"-","CALIFORNIA",,"20220104119","POINT (-119.662127 37.211164)"
"HAWAII","2022","1","Measles, Indigenous",,"-","0","-",,"-",,"-","HAWAII",,"20220104120","POINT (-157.854309 21.361013)"
"OREGON","2022","1","Measles, Indigenous",,"-","0","-",,"-",,"-","OREGON",,"20220104121","POINT (-120.605279 43.940449)"
"WASHINGTON","2022","1","Measles, Indigenous",,"-","0","-",,"-",,"-","WASHINGTON",,"20220104122","POINT (-120.592492 47.411715)"
"US TERRITORIES","2022","1","Measles, Indigenous",,"-","0","-",,"-",,"-",,"US TERRITORIES","20220104123",
"AMERICAN SAMOA","2022","1","Measles, Indigenous",,"-","0","-",,"-",,"-","AMERICAN SAMOA",,"20220104124",
"NORTHERN MARIANA ISLANDS","2022","1","Measles, Indigenous",,"-","0","-",,"-",,"-","NORTHERN MARIANA ISLANDS",,"20220104125","POINT (145.725693 15.1834)"
"GUAM","2022","1","Measles, Indigenous",,"-","0","-",,"-",,"-","GUAM",,"20220104126","POINT (144.653198 13.3532)"
"PUERTO RICO","2022","1","Measles, Indigenous",,"-","0","-",,"-",,"-","PUERTO RICO",,"20220104127","POINT (-66.414655 18.215692)"
"U.S. VIRGIN ISLANDS","2022","1","Measles, Indigenous",,"-","0","-",,"-",,"-","U.S. VIRGIN ISLANDS",,"20220104128",
"NON-US RESIDENTS","2022","1","Measles, Indigenous",,"-","0","-",,"-",,"-",,"NON-US RESIDENTS","20220104129",
"TOTAL","2022","1","Measles, Indigenous",,"-","1","-",,"-",,"-",,"TOTAL","20220104130",
"US RESIDENTS","2022","2","Measles, Imported",,"-","2","-",,"-",,"-",,"US RESIDENTS","20220203991",
"NEW ENGLAND","2022","2","Measles, Imported",,"-","1","-",,"-",,"-",,"NEW ENGLAND","20220203992",
"CONNECTICUT","2022","2","Measles, Imported",,"-","1","-",,"-",,"-","CONNECTICUT",,"20220203993","POINT (-72.738288 41.575155)"
"MAINE","2022","2","Measles, Imported",,"-","0","-",,"-",,"-","MAINE",,"20220203994","POINT (-69.06137 45.117911)"
"MASSACHUSETTS","2022","2","Measles, Imported",,"-","0","-",,"-",,"-","MASSACHUSETTS",,"20220203995","POINT (-71.481104 42.151077)"
"NEW HAMPSHIRE","2022","2","Measles, Imported",,"-","0","-",,"-",,"-","NEW HAMPSHIRE",,"20220203996","POINT (-71.57139 43.680429)"
"RHODE ISLAND","2022","2","Measles, Imported",,"-","0","-",,"-",,"-","RHODE ISLAND",,"20220203997","POINT (-71.534637 41.572574)"
"VERMONT","2022","2","Measles, Imported",,"-","0","-",,"-",,"-","VERMONT",,"20220203998","POINT (-72.662695 44.075252)"
"MIDDLE ATLANTIC","2022","2","Measles, Imported",,"-","0","-",,"-",,"-",,"MIDDLE ATLANTIC","20220203999",
"NEW JERSEY","2022","2","Measles, Imported",,"-","0","-",,"-",,"-","NEW JERSEY",,"20220204000","POINT (-74.655514 40.110253)"
"NEW YORK","2022","2","Measles, Imported",,"-","0","-",,"-",,"-","NEW YORK",,"20220204001","POINT (-75.59655 42.921241)"
"NEW YORK CITY","2022","2","Measles, Imported",,"-","0","-",,"-",,"-","NEW YORK CITY",,"20220204002",
"PENNSYLVANIA","2022","2","Measles, Imported",,"-","0","-",,"-",,"-","PENNSYLVANIA",,"20220204003","POINT (-77.838886 40.896694)"
"EAST NORTH CENTRAL","2022","2","Measles, Imported",,"-","1","-",,"-",,"-",,"EAST NORTH CENTRAL","20220204004",
"ILLINOIS","2022","2","Measles, Imported",,"-","0","-",,"-",,"-","ILLINOIS",,"20220204005","POINT (-89.148632 40.124144)"
"INDIANA","2022","2","Measles, Imported",,"-","0","-",,"-",,"-","INDIANA",,"20220204006","POINT (-86.2818 39.919991)"
"MICHIGAN","2022","2","Measles, Imported",,"-","0","-",,"-",,"-","MICHIGAN",,"20220204007","POINT (-85.730977 44.874798)"
"OHIO","2022","2","Measles, Imported",,"-","0","-",,"-",,"-","OHIO",,"20220204008","POINT (-82.70936 40.415534)"
"WISCONSIN","2022","2","Measles, Imported",,"-","1","-",,"-",,"-","WISCONSIN",,"20220204009","POINT (-89.732969 44.639954)"
"WEST NORTH CENTRAL","2022","2","Measles, Imported",,"-","0","-",,"-",,"-",,"WEST NORTH CENTRAL","20220204010",
"IOWA","2022","2","Measles, Imported",,"-","0","-",,"-",,"-","IOWA",,"20220204011","POINT (-93.500061 42.074659)"
"KANSAS","2022","2","Measles, Imported",,"-","0","-",,"-",,"-","KANSAS",,"20220204012","POINT (-98.38018 38.484729)"
"MINNESOTA","2022","2","Measles, Imported",,"-","0","-",,"-",,"-","MINNESOTA",,"20220204013","POINT (-94.198308 46.349153)"
"MISSOURI","2022","2","Measles, Imported",,"-","0","-",,"-",,"-","MISSOURI",,"20220204014","POINT (-92.477244 38.3675)"
"NEBRASKA","2022","2","Measles, Imported",,"-","0","-",,"-",,"-","NEBRASKA",,"20220204015","POINT (-99.810595 41.527099)"
"NORTH DAKOTA","2022","2","Measles, Imported",,"-","0","-",,"-",,"-","NORTH DAKOTA",,"20220204016","POINT (-100.46931 47.446305)"
"SOUTH DAKOTA","2022","2","Measles, Imported",,"-","0","-",,"-",,"-","SOUTH DAKOTA",,"20220204017","POINT (-100.230491 44.43614)"
"SOUTH ATLANTIC","2022","2","Measles, Imported",,"-","1","-",,"-",,"-",,"SOUTH ATLANTIC","20220204018",
"DELAWARE","2022","2","Measles, Imported",,"-","0","-",,"-",,"-","DELAWARE",,"20220204019","POINT (-75.452394 38.994926)"
"DISTRICT OF COLUMBIA","2022","2","Measles, Imported",,"-","0","-",,"-",,"-","DISTRICT OF COLUMBIA",,"20220204020","POINT (-77.016275 38.904785)"
"FLORIDA","2022","2","Measles, Imported",,"-","0","-",,"-",,"-","FLORIDA",,"20220204021","POINT (-82.420978 28.260731)"
"GEORGIA","2022","2","Measles, Imported",,"-","0","-",,"-",,"-","GEORGIA",,"20220204022","POINT (-83.426574 32.638481)"
"MARYLAND","2022","2","Measles, Imported",,"-","0","-",,"-",,"-","MARYLAND",,"20220204023","POINT (-76.687282 38.946466)"
"NORTH CAROLINA","2022","2","Measles, Imported",,"-","0","-",,"-",,"-","NORTH CAROLINA",,"20220204024","POINT (-79.130883 35.52603)"
"SOUTH CAROLINA","2022","2","Measles, Imported",,"-","0","-",,"-",,"-","SOUTH CAROLINA",,"20220204025","POINT (-80.864614 33.878572)"
"VIRGINIA","2022","2","Measles, Imported",,"-","1","-",,"-",,"-","VIRGINIA",,"20220204026","POINT (-78.666382 37.510861)"
"WEST VIRGINIA","2022","2","Measles, Imported",,"-","0","-",,"-",,"-","WEST VIRGINIA",,"20220204027","POINT (-80.613729 38.642579)"
"EAST SOUTH CENTRAL","2022","2","Measles, Imported",,"-","0","-",,"-",,"-",,"EAST SOUTH CENTRAL","20220204028",
"ALABAMA","2022","2","Measles, Imported",,"-","0","-",,"-",,"-","ALABAMA",,"20220204029","POINT (-86.844516 32.756889)"
"KENTUCKY","2022","2","Measles, Imported",,"-","0","-",,"-",,"-","KENTUCKY",,"20220204030","POINT (-85.290484 37.526683)"
"MISSISSIPPI","2022","2","Measles, Imported",,"-","0","-",,"-",,"-","MISSISSIPPI",,"20220204031","POINT (-89.65344 32.713378)"
"TENNESSEE","2022","2","Measles, Imported",,"-","0","-",,"-",,"-","TENNESSEE",,"20220204032","POINT (-86.343226 35.842998)"
"WEST SOUTH CENTRAL","2022","2","Measles, Imported",,"-","0","-",,"-",,"-",,"WEST SOUTH CENTRAL","20220204033",
"ARKANSAS","2022","2","Measles, Imported",,"-","0","-",,"-",,"-","ARKANSAS",,"20220204034","POINT (-92.439162 34.899825)"
"LOUISIANA","2022","2","Measles, Imported",,"-","0","-",,"-",,"-","LOUISIANA",,"20220204035","POINT (-91.840238 30.921314)"
"OKLAHOMA","2022","2","Measles, Imported",,"-","0","-",,"-",,"-","OKLAHOMA",,"20220204036","POINT (-97.508297 35.583449)"
"TEXAS","2022","2","Measles, Imported",,"-","0","-",,"-",,"-","TEXAS",,"20220204037","POINT (-99.317341 31.447238)"
"MOUNTAIN","2022","2","Measles, Imported",,"-","1","-",,"-",,"-",,"MOUNTAIN","20220204038",
"ARIZONA","2022","2","Measles, Imported",,"-","0","-",,"-",,"-","ARIZONA",,"20220204039","POINT (-111.664616 34.293239)"
"COLORADO","2022","2","Measles, Imported",,"-","0","-",,"-",,"-","COLORADO",,"20220204040","POINT (-105.547832 38.998552)"
"IDAHO","2022","2","Measles, Imported",,"-","0","-",,"-",,"-","IDAHO",,"20220204041","POINT (-114.659366 44.389073)"
"MONTANA","2022","2","Measles, Imported",,"-","0","-",,"-",,"-","MONTANA",,"20220204042","POINT (-109.645127 47.033521)"
"NEVADA","2022","2","Measles, Imported",,"-","0","-",,"-",,"-","NEVADA",,"20220204043","POINT (-114.916992 39.283294)"
"NEW MEXICO","2022","2","Measles, Imported",,"-","1","-",,"-",,"-","NEW MEXICO",,"20220204044","POINT (-106.108388 34.421369)"
"UTAH","2022","2","Measles, Imported",,"-","0","-",,"-",,"-","UTAH",,"20220204045","POINT (-111.678222 39.323779)"
"WYOMING","2022","2","Measles, Imported",,"-","0","-",,"-",,"-","WYOMING",,"20220204046","POINT (-107.55145 42.999627)"
"PACIFIC","2022","2","Measles, Imported",,"-","0","-",,"-",,"-",,"PACIFIC","20220204047",
"ALASKA","2022","2","Measles, Imported",,"-","0","-",,"-",,"-","ALASKA",,"20220204048","POINT (-151.631889 63.631126)"
"CALIFORNIA","2022","2","Measles, Imported",,"-","0","-",,"-",,"-","CALIFORNIA",,"20220204049","POINT (-119.662127 37.211164)"
"HAWAII","2022","2","Measles, Imported",,"-","0","-",,"-",,"-","HAWAII",,"20220204050","POINT (-157.854309 21.361013)"
